,CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AveMonthSpend,Age,dummy,log_Age,log_YearlyIncome,log_AveMonthSpend
18,11020,Jordan,King,7156 Rose Dr.,Metchosin,British Columbia,Canada,V9,550-555-0163,1978-09-20,High School,Skilled Manual,M,S,0,2,0,0,43857,0,64,42,1.0,3.7376696182833684,10.688689620179726,4.1588830833596715
19,11023,Seth,Edwards,4499 Valley Crest,Bellflower,California,United States,90706,452-555-0188,1978-10-11,Partial College,Skilled Manual,M,M,1,1,0,0,50046,0,71,42,1.0,3.7376696182833684,10.820697861469666,4.2626798770413155
20,11024,Russell,Xie,8734 Oxford Place,Concord,California,United States,94519,746-555-0186,1978-09-17,Partial College,Skilled Manual,M,M,1,2,0,0,91276,0,77,42,1.0,3.7376696182833684,11.421643162366315,4.343805421853684
21,11025,Alejandro,Beck,2596 Franklin Canyon Road,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0178,1945-12-23,Partial High School,Clerical,M,M,1,2,1,2,24334,0,70,75,1.0,4.31748811353631,10.099629828347394,4.248495242049359
22,11026,Harold,Sai,8211 Leeds Ct.,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0131,1946-04-03,Partial College,Clerical,M,S,0,2,0,2,61905,0,63,74,1.0,4.30406509320417,11.033356230854793,4.143134726391533
23,11027,Jessie,Zhao,213 Valencia Place,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0184,1946-12-07,Partial College,Clerical,M,M,1,2,0,2,49349,0,76,74,1.0,4.30406509320417,10.806672781231804,4.330733340286331
24,11028,Jill,Jimenez,9111 Rose Ann Ave,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0116,1946-04-11,Partial College,Clerical,F,M,1,2,0,2,44068,0,43,74,1.0,4.30406509320417,10.693489174459955,3.7612001156935624
25,11031,Theresa,Ramos,6465 Detroit Ave.,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0195,1947-08-22,High School,Skilled Manual,F,M,1,2,0,4,18843,0,43,73,1.0,4.290459441148391,9.843896771122491,3.7612001156935624
26,11032,Denise,Stone,626 Bentley Street,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0169,1947-06-11,High School,Skilled Manual,F,M,1,2,0,4,15861,0,42,73,1.0,4.290459441148391,9.67161854490356,3.7376696182833684
27,11033,Jaime,Nath,5927 Rainbow Dr,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0137,1947-09-23,High School,Skilled Manual,M,M,1,2,0,4,35822,0,58,73,1.0,4.290459441148391,10.486317508785204,4.060443010546419
28,11034,Ebony,Gonzalez,5167 Condor Place,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,1947-06-19,High School,Skilled Manual,F,M,1,2,0,4,29017,0,39,73,1.0,4.290459441148391,10.275637144113018,3.6635616461296463
29,11035,Wendy,Dominguez,1873 Mt. Whitney Dr,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0177,1948-02-24,Partial High School,Clerical,F,M,1,2,1,2,11721,0,50,72,1.0,4.276666119016055,9.36913738372318,3.912023005428146
30,11036,Jennifer,Russell,3981 Augustine Drive,National City,California,United States,91950,115-555-0183,1978-12-18,Partial College,Skilled Manual,F,M,1,2,0,0,84890,0,52,42,1.0,3.7376696182833684,11.349111579732014,3.9512437185814275
31,11037,Chloe,Garcia,8915 Woodside Way,Cliffside,British Columbia,Canada,V8Y 1L1,229-555-0112,1977-11-27,Partial High School,Clerical,F,S,0,2,0,0,48651,0,46,43,1.0,3.7612001156935624,10.792427642387484,3.828641396489095
39,15127,Wesley,Yang,74 Jamie Way,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0188,1975-02-14,Bachelors ,Professional,M,S,0,2,0,0,129497,1,73,45,1.0,3.8066624897703196,11.771412993830227,4.290459441148391
40,11040,Jesse,Murphy,3350 Kingswood Circle,Tacoma,Washington,United States,98403,961-555-0176,1977-08-01,Partial College,Skilled Manual,M,M,1,2,0,0,56248,0,65,43,1.0,3.7612001156935624,10.937525763878996,4.174387269895637
48,11041,Amanda,Carter,5826 Escobar,Glendale,California,United States,91203,295-555-0145,1977-10-16,Partial College,Skilled Manual,F,M,1,2,0,0,78170,0,51,43,1.0,3.7612001156935624,11.266641221214377,3.9318256327243257
49,11042,Megan,Sanchez,1397 Paraiso Ct.,Los Angeles,California,United States,90012,404-555-0199,1977-06-13,Partial College,Skilled Manual,F,M,1,2,0,0,70623,0,55,43,1.0,3.7612001156935624,11.165111149463693,4.007333185232471
50,11043,Nathan,Simmons,1170 Shaw Rd,Glendale,California,United States,91203,296-555-0181,1976-02-24,Partial College,Skilled Manual,M,M,1,2,0,0,78150,0,77,44,1.0,3.784189633918261,11.266385335849623,4.343805421853684
51,11044,Adam,Flores,6935 Candle Dr,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0163,1949-05-24,Partial High School,Clerical,M,M,1,2,1,2,24007,0,76,71,1.0,4.2626798770413155,10.086100733470296,4.330733340286331
52,11045,Leonard,Nara,7466 La Vista Ave.,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0151,1950-05-19,High School,Skilled Manual,M,S,0,2,0,3,51472,0,63,70,1.0,4.248495242049359,10.848793249478808,4.143134726391533
53,11046,Christine,Yuan,2356 Orange St,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0113,1950-03-22,High School,Skilled Manual,F,M,1,2,0,3,50798,0,48,70,1.0,4.248495242049359,10.83561226271281,3.871201010907891
54,11047,Jaclyn,Lu,2812 Mazatlan,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,1950-02-27,High School,Skilled Manual,F,M,0,2,0,3,42738,0,43,70,1.0,4.248495242049359,10.662843733206408,3.7612001156935624
55,11049,Carol,Rai,6064 Madrid,Chula Vista,California,United States,91910,654-555-0180,1980-07-18,Partial High School,Clerical,F,S,1,2,0,0,48422,1,41,40,1.0,3.6888794541139363,10.787709534884778,3.713572066704308
56,11050,Alan,Zheng,2741 Gainborough Dr.,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0135,1951-09-07,High School,Skilled Manual,M,M,1,2,0,3,58585,0,73,69,1.0,4.23410650459726,10.978233970102256,4.290459441148391
57,11051,Daniel,Johnson,8085 Sunnyvale Avenue,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0155,1951-08-04,High School,Skilled Manual,M,S,0,2,0,3,45982,0,64,69,1.0,4.23410650459726,10.736005294543881,4.1588830833596715
58,11052,Heidi,Lopez,2514 Via Cordona,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0168,1951-08-07,Partial College,Clerical,F,S,0,2,0,2,50790,0,49,69,1.0,4.23410650459726,10.83545476379529,3.8918202981106265
59,11053,Ana,Price,1660 Stonyhill Circle,San Diego,California,United States,92102,859-555-0113,1980-08-20,Partial College,Skilled Manual,F,M,0,2,0,0,91599,0,51,40,1.0,3.6888794541139363,11.425175633572064,3.9318256327243257
60,11054,Deanna,Munoz,5825 B Way,Geelong,Victoria,Australia,3220,1 (11) 500 555-0192,1952-03-10,Partial College,Skilled Manual,F,M,1,2,0,2,50018,0,43,68,1.0,4.219507705176107,10.82013821962583,3.7612001156935624
61,11055,Gilbert,Raje,8811 The Trees Dr.,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0129,1952-03-05,Partial College,Skilled Manual,M,M,1,2,0,2,53459,0,75,68,1.0,4.219507705176107,10.886670283943698,4.31748811353631
62,11056,Michele,Nath,5464 Janin Pl.,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0178,1953-04-03,Partial College,Skilled Manual,F,M,1,2,0,3,38588,0,46,67,1.0,4.204692619390966,10.560696626290444,3.828641396489095
63,11057,Carl,Andersen,6930 Lake Nadine Place,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0181,1953-10-12,Graduate Degree,Management,M,M,1,2,0,2,119540,0,82,67,1.0,4.204692619390966,11.691406322378246,4.406719247264253
64,11058,Marc,Diaz,6645 Sinaloa,Findon,South Australia,Australia,5023,1 (11) 500 555-0149,1954-04-27,Partial College,Skilled Manual,M,M,1,2,0,2,119982,0,87,66,1.0,4.189654742026425,11.695097010513058,4.465908118654584
65,11059,Ashlee,Andersen,8255 Highland Road,Townsville,Queensland,Australia,4810,1 (11) 500 555-0112,1954-04-01,Partial College,Skilled Manual,F,S,1,2,0,2,86953,0,45,66,1.0,4.189654742026425,11.373123021774923,3.8066624897703196
66,11060,Jon,Zhou,6574 Hemlock Ave.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0174,1954-03-17,Partial College,Skilled Manual,M,M,1,2,0,2,116368,0,87,66,1.0,4.189654742026425,11.664512862394322,4.465908118654584
67,11061,Todd,Gao,8808 Geneva Ave,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0191,1954-02-27,Partial College,Skilled Manual,M,M,1,2,0,2,110712,1,84,66,1.0,4.189654742026425,11.614687513905766,4.430816798843313
68,11062,Noah,Powell,9794 Marion Ct,Portland,Oregon,United States,97205,767-555-0113,1975-09-02,High School,Skilled Manual,M,M,1,2,0,0,52145,0,71,45,1.0,3.8066624897703196,10.861783578555313,4.2626798770413155
69,11063,Angela,Murphy,4927 Virgil Street,Redmond,Washington,United States,98052,451-555-0162,1975-04-07,High School,Skilled Manual,F,S,1,2,0,0,49609,0,40,45,1.0,3.8066624897703196,10.811927547865569,3.6888794541139363
70,11064,Chase,Reed,2721 Alexander Pl.,Downey,California,United States,90241,892-555-0184,1975-12-07,High School,Skilled Manual,M,M,1,2,0,0,58306,0,76,45,1.0,3.8066624897703196,10.973460282995074,4.330733340286331
71,11065,Jessica,Henderson,9343 Ironwood Way,La Jolla,California,United States,92806,278-555-0186,1973-10-09,Partial College,Skilled Manual,F,M,0,2,0,0,73388,1,48,47,1.0,3.8501476017100584,11.20351571349861,3.871201010907891
72,11066,Grace,Butler,4739 Garden Ave.,Lebanon,Oregon,United States,97355,712-555-0141,1973-11-27,Partial College,Professional,F,M,1,2,0,0,61686,0,50,47,1.0,3.8501476017100584,11.029812279770773,3.912023005428146
73,11067,Caleb,Carter,9563 Pennsylvania Blvd.,Port Orchard,Washington,United States,98366,944-555-0167,1976-09-25,Partial College,Professional,M,S,1,2,0,0,96049,1,70,44,1.0,3.784189633918261,11.472613756898362,4.248495242049359
74,11070,Willie,Raji,6260 Vernal Drive,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0151,1955-04-05,High School,Skilled Manual,M,M,1,2,0,2,109883,0,87,65,1.0,4.174387269895637,11.607171442348335,4.465908118654584
75,11071,Linda,Serrano,9808 Shaw Rd.,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0130,1955-06-26,High School,Skilled Manual,F,S,1,2,0,2,106718,0,51,65,1.0,4.174387269895637,11.577945120344157,3.9318256327243257
76,11072,Casey,Luo,9513 Roslyn Drive,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0125,1955-02-06,High School,Skilled Manual,F,S,0,2,0,2,97646,0,52,65,1.0,4.174387269895637,11.489103972844227,3.9512437185814275
77,11073,Amy,Ye,2262 Kirkwood Ct.,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0185,1956-08-14,High School,Skilled Manual,F,S,1,2,0,2,58916,0,51,64,1.0,4.1588830833596715,10.983867979609434,3.9318256327243257
78,11074,Levi,Arun,4661 Bluetail,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0127,1956-08-28,High School,Skilled Manual,M,S,1,2,0,2,93934,0,74,64,1.0,4.1588830833596715,11.450347686985502,4.30406509320417
79,11075,Felicia,Jimenez,786 Eastgate Ave,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0165,1957-11-16,High School,Professional,F,S,1,2,0,2,99137,0,51,63,1.0,4.143134726391533,11.504258010878667,3.9318256327243257
80,11076,Blake,Anderson,5436 Clear,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0113,1957-07-13,High School,Professional,M,S,1,2,0,2,112044,0,73,63,1.0,4.143134726391533,11.626646930271926,4.290459441148391
81,11077,Leah,Ye,1291 Arguello Blvd.,Melton,Victoria,Australia,3337,1 (11) 500 555-0154,1957-09-19,High School,Professional,F,S,0,2,0,2,108728,0,55,63,1.0,4.143134726391533,11.596604629635184,4.007333185232471
82,11078,Gina,Martin,1349 Sol St.,Cliffside,British Columbia,Canada,V8Y 1L1,196-555-0114,1974-01-10,High School,Professional,F,S,0,2,0,0,49084,1,48,46,1.0,3.828641396489095,10.801288395096439,3.871201010907891
83,11079,Donald,Gonzalez,4236 Malibu Place,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,1959-03-11,Graduate Degree,Management,M,S,1,2,0,0,172444,0,87,61,1.0,4.110873864173311,12.057827825066173,4.465908118654584
84,11080,Damien,Chander,9941 Stonehedge Dr.,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,1959-07-17,Graduate Degree,Management,M,M,1,2,0,0,181590,1,92,61,1.0,4.110873864173311,12.109506677553842,4.5217885770490405
85,11081,Savannah,Baker,1210 Trafalgar Circle,Concord,California,United States,94519,478-555-0117,1966-07-24,Bachelors ,Management,F,M,1,3,2,2,148109,0,76,54,1.0,3.9889840465642745,11.905703768159652,4.330733340286331
86,11082,Angela,Butler,6040 Listing Ct,Fremont,California,United States,94536,579-555-0195,1966-08-04,Graduate Degree,Management,F,S,0,3,1,1,149717,1,62,54,1.0,3.9889840465642745,11.91650212441446,4.127134385045092
87,11083,Alyssa,Cox,867 La Orinda Place,Lincoln Acres,California,United States,91950,561-555-0140,1966-03-15,Graduate Degree,Management,F,M,1,3,1,1,163913,1,68,54,1.0,3.9889840465642745,12.00709107824302,4.219507705176107
88,11085,Emily,Johnson,7926 Stephanie Way,Newport Beach,California,United States,92625,850-555-0184,1957-07-19,High School,Professional,F,S,0,2,0,2,66900,0,47,63,1.0,4.143134726391533,11.11095424611632,3.8501476017100584
89,11086,Ryan,Brown,2939 Wesley Ct.,Santa Monica,California,United States,90401,539-555-0198,1957-12-23,Partial College,Professional,M,M,1,0,1,2,97834,0,98,63,1.0,4.143134726391533,11.491027443869012,4.584967478670572
90,11088,Hunter,Davis,4308 Sand Pointe Lane,San Diego,California,United States,92102,612-555-0141,1957-11-25,Bachelors ,Management,M,M,1,0,1,2,129910,0,104,63,1.0,4.143134726391533,11.774597181989778,4.6443908991413725
91,11089,Abigail,Price,2685 Blackburn Ct,Long Beach,California,United States,90802,532-555-0117,1957-02-05,Bachelors ,Management,F,S,1,1,1,2,91729,1,57,63,1.0,4.143134726391533,11.426593856885356,4.04305126783455
92,11090,Trevor,Bryant,5781 Sharon Dr.,Los Angeles,California,United States,90012,853-555-0174,1957-12-17,Partial College,Professional,M,S,1,1,0,2,113883,0,76,63,1.0,4.143134726391533,11.642926884564483,4.330733340286331
93,11091,Dalton,Perez,6083 San Jose,Haney,British Columbia,Canada,V2W 1W2,559-555-0115,1957-04-04,Partial College,Professional,M,M,1,1,0,2,112820,0,82,63,1.0,4.143134726391533,11.633548907293967,4.406719247264253
94,11093,Aimee,He,1833 Olympic Drive,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0161,1967-09-10,Graduate Degree,Management,F,M,1,0,0,0,106839,0,58,53,1.0,3.970291913552122,11.579078307389754,4.060443010546419
95,11094,Cedric,Ma,3407 Oak Brook Place,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,1962-04-01,Partial College,Skilled Manual,M,S,0,1,0,1,88887,1,78,58,1.0,4.060443010546419,11.395121179088061,4.356708826689592
96,11095,Chad,Kumar,1681 Lighthouse Way,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0151,1962-09-01,Partial College,Skilled Manual,M,S,1,1,0,1,108740,0,77,58,1.0,4.060443010546419,11.596714990699912,4.343805421853684
97,11096,Andrés,Anand,5423 Los Gatos Ct.,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0184,1962-08-10,Bachelors ,Professional,M,M,1,1,0,1,106971,1,87,58,1.0,4.060443010546419,11.580313048671924,4.465908118654584
98,11097,Edwin,Nara,719 William Way,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,1961-10-27,Partial College,Skilled Manual,M,M,1,1,0,1,98519,0,80,59,1.0,4.07753744390572,11.498004701959655,4.382026634673881
99,11098,Mallory,Rubio,6452 Harris Circle,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0157,1961-05-01,Partial College,Skilled Manual,F,S,0,1,0,1,82707,0,54,59,1.0,4.07753744390572,11.323059520718738,3.9889840465642745
100,11099,Adam,Ross,4378 Westminster Place,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,1961-03-08,Bachelors ,Professional,M,M,1,1,0,1,103866,1,83,59,1.0,4.07753744390572,11.550856885804784,4.418840607796598
101,11100,Latasha,Navarro,6954 Ranch Road,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0123,1960-09-15,Partial College,Skilled Manual,F,S,1,1,0,1,66520,0,46,60,1.0,4.0943445622221,11.105257933306865,3.828641396489095
102,11101,Abby,Sai,7074 N. Spoonwood Court,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,1965-05-08,Bachelors ,Professional,F,S,0,1,0,0,75270,1,47,55,1.0,4.007333185232471,11.228836928028578,3.8501476017100584
103,11102,Julia,Nelson,2196 Coat Ct.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0124,1965-04-21,Bachelors ,Professional,F,S,1,4,5,5,95167,1,89,55,1.0,4.007333185232471,11.463388522030929,4.48863636973214
104,11103,Cassie,Chande,9448 San Marino Ct.,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0166,1964-10-17,Bachelors ,Professional,F,S,1,1,0,0,85087,0,49,56,1.0,4.02535169073515,11.351429541435136,3.8918202981106265
105,11104,Edgar,Sara,6127 Lilly Lane,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0125,1964-03-11,Bachelors ,Professional,M,M,0,1,0,0,102445,0,85,56,1.0,4.02535169073515,11.5370813481813,4.442651256490317
106,11105,Candace,Fernandez,5029 Blue Ridge,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,1964-12-28,Bachelors ,Professional,F,S,0,1,0,0,88445,0,52,56,1.0,4.02535169073515,11.390136168877607,3.9512437185814275
107,11106,Jessie,Liu,3063 Blue Jay Drive,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0163,1964-09-11,Bachelors ,Professional,M,S,0,1,0,0,97782,1,74,56,1.0,4.02535169073515,11.490495790004044,4.30406509320417
108,11107,Bianca,Lin,7530 Eola,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0121,1959-09-09,Bachelors ,Professional,F,M,1,1,0,1,117317,1,54,61,1.0,4.110873864173311,11.672634951676818,3.9889840465642745
109,11109,Ruben,Kapoor,1984 Glendale Circle,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0132,1963-11-05,Bachelors ,Professional,M,S,0,2,0,0,106891,1,79,57,1.0,4.04305126783455,11.579564902636335,4.3694478524670215
110,11110,Curtis,Yang,4052 Mt. Wilson Way,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0127,1962-06-06,Partial College,Skilled Manual,M,M,1,1,0,1,77012,1,74,58,1.0,4.060443010546419,11.251716532849226,4.30406509320417
111,11111,Meredith,Gutierrez,7610 Northridge Ct.,Geelong,Victoria,Australia,3220,1 (11) 500 555-0179,1962-02-23,Partial College,Skilled Manual,F,M,1,1,0,1,62702,1,56,58,1.0,4.060443010546419,11.046148624038919,4.02535169073515
112,11112,Crystal,Wang,2773 Kirkwood Dr,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0134,1962-09-09,Partial College,Skilled Manual,F,M,1,1,0,1,73151,0,51,58,1.0,4.060443010546419,11.200281076894816,3.9318256327243257
113,11113,Micheal,Blanco,596 Marfargoa Drive,Perth,South Australia,Australia,6006,1 (11) 500 555-0131,1962-02-21,Bachelors ,Professional,M,M,1,2,4,5,104220,1,142,58,1.0,4.060443010546419,11.554259328463205,4.955827057601261
121,16475,Kurt,Anand,Heiderweg 4983,Essen,Hamburg,Germany,45001,1 (11) 500 555-0115,1973-12-13,Partial High School,Manual,M,S,0,2,0,0,18709,0,61,47,1.0,3.8501476017100584,9.836759970485419,4.110873864173311
122,11115,Alvin,Cai,7759 Azalea Avenue,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0191,1962-02-12,Partial College,Skilled Manual,M,M,1,2,4,5,93330,1,141,58,1.0,4.060443010546419,11.443896878559793,4.948759890378168
123,11116,Clinton,Carlson,7943 Cunha Ct.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0184,1962-10-07,Partial College,Skilled Manual,M,M,1,2,4,5,86770,1,140,58,1.0,4.060443010546419,11.371016218787535,4.941642422609304
124,11117,April,Deng,485 Ash Lane,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0182,1961-02-21,Partial College,Skilled Manual,F,M,1,3,4,5,73276,1,84,59,1.0,4.07753744390572,11.201988412705349,4.430816798843313
125,11119,Evan,James,4157 Sierra Ridge,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0187,1935-04-10,Partial College,Clerical,M,S,0,2,0,2,51078,0,58,85,1.0,4.442651256490317,10.841109155112113,4.060443010546419
126,11120,Beth,Jiménez,7401 Las Palmas,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0164,1936-08-09,Bachelors ,Management,F,S,1,1,0,2,52280,0,37,84,1.0,4.430816798843313,10.864369167738158,3.6109179126442243
127,11122,Byron,Vazquez,3187 Hackamore Lane,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,1960-04-02,Partial College,Skilled Manual,M,M,1,3,4,5,88615,0,143,60,1.0,4.0943445622221,11.39205642248924,4.962844630259907
128,11123,Philip,Alvarez,2775 Mt. Olivet Pl.,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,1960-06-20,Partial College,Skilled Manual,M,M,1,3,4,5,102114,1,140,60,1.0,4.0943445622221,11.533845115222732,4.941642422609304
129,11124,Ross,Jordan,6973 Dublin Court,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0126,1957-07-27,Partial College,Skilled Manual,M,S,1,1,0,1,106875,1,80,63,1.0,4.143134726391533,11.57941520623906,4.382026634673881
130,11125,Dana,Navarro,8481 Zartop Street,Seaford,Victoria,Australia,3198,1 (11) 500 555-0172,1956-04-08,Partial College,Skilled Manual,F,S,1,1,0,1,65730,0,46,64,1.0,4.1588830833596715,11.093310721257621,3.828641396489095
131,11126,Shaun,Carson,57 Wolf Way,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0155,1949-04-07,High School,Skilled Manual,M,M,0,2,1,2,32857,0,75,71,1.0,4.2626798770413155,10.399920091014481,4.31748811353631
